Elementary flow subcategory;Elementary flow name;Elementary flow category;Elementary flow UUID;Per elementary flow unit
forestry;Tin;Emission to soil;c67e3ba8-ddce-4931-b4b0-f4f9a56ccf40;kg
unspecified soil;Acenaphthylene;Emission to soil;77bde2b4-ae84-46b2-b015-72605c296ad1;kg
unspecified soil;TRIFLUOROETHYL ACETATE;Emission to soil;846f03f6-dbb7-45af-a997-2851a3b89c2c;kg
unspecified soil;5-QUINOLINAMINE, 6-NITRO-;Emission to soil;2f383c3f-261e-454c-9905-24b26113d5b5;kg
agricultural;avermectin B1;Emission to soil;3853d101-e4f4-4c9d-9291-61baaabda569;kg
agricultural;Triazoxide;Emission to soil;b71aee82-9a93-38bb-9a3c-9ef239f4e4e8;kg
agricultural;MSMA;Emission to soil;ef4884eb-c75d-4ef8-9170-11b20401cbca;kg
agricultural;Fluazifop;Emission to soil;3dced7a2-61e3-46f7-aea5-eaca183b2ac7;kg
agricultural;Propylene oxide;Emission to soil;4c2314df-5ad0-4b4d-aac4-0e1fe46bffb2;kg
unspecified soil;OXYCARBOXIN;Emission to soil;3b09cf8c-097e-472f-a859-eb4d35fd1c25;kg
agricultural;Bacillus pumilus;Emission to soil;52e36368-dedf-46da-9d39-d7f824dea68a;kg
unspecified soil;2,3,4,5-TETRACHLOROANILINE;Emission to soil;cc1da4cf-b6e1-46e2-a414-7a92adfbcdc3;kg
unspecified soil;L-LACTIC ACID;Emission to soil;403953a9-39bd-4f30-a161-0fc8895be0ee;kg
industrial;2,4/2,6-toluenediisocyanate (mixture);Emission to soil;e1f9cc03-63e9-4c08-96e5-eec85e6175b1;kg
agricultural;Quizalofop-P;Emission to soil;be206401-d803-4b14-8319-53b916e9beef;kg
unspecified soil;Pyraclostrobin (prop);Emission to soil;ccecff60-7a03-3a46-b614-b73cad703d9f;kg
forestry;Triadimenol;Emission to soil;c9d107d0-2426-48d8-a021-393a21a19f10;kg
unspecified soil;Lithium carbonate;Emission to soil;76d38242-78e9-467e-9625-71a9dfa105c8;kg
agricultural;Chromium compounds;Emission to soil;cb0918dc-75d4-48d0-8c21-9a2017ed6cdb;kg
agricultural;Morpholine;Emission to soil;dda84dd1-cefc-451f-905e-ee2f5d2b4958;kg
unspecified soil;DIALLYLAMINE;Emission to soil;0ee2d2bf-2fbe-472c-a438-a55bb96f07ed;kg
agricultural;Chloroform;Emission to soil;6d08d45d-7c4a-48f7-800e-2474690f1bdc;kg
agricultural;Tetraconazole;Emission to soil;924c572a-2707-3785-81eb-7bbbc5bb582d;kg
agricultural;Bensulfuron methyl ester;Emission to soil;31b12a79-5555-4eb6-8cae-4b13b53ef8af;kg
unspecified soil;4-ACETYLPYRIDINE;Emission to soil;df6c5a62-644b-41d7-aae4-a27d6c38de4f;kg
unspecified soil;6-NITROQUINOLINE;Emission to soil;6143e2a5-c60a-4451-94e4-d18572469c47;kg
unspecified soil;PICOLINIC ACID;Emission to soil;0f1556ca-9b0d-4aaf-919c-170e0fae9135;kg
unspecified soil;Estradiol Mustard;Emission to soil;87d75a03-cdc6-456b-adc9-383eb8ee3a12;kg
industrial;Vanadium, ion;Emission to soil;ced597fe-07d6-4cac-a943-9cb540d79639;kg
unspecified soil;M-TOLUIDINE;Emission to soil;de25ba9f-8e51-443a-b10b-a1ca28cd162a;kg
unspecified soil;NOREA;Emission to soil;a7b04724-e357-493a-ab0d-d8d30ad10415;kg
unspecified soil;2,2-BIS(4-HYDROXY-3,5-DIBROMOPHENYL)PROPANE;Emission to soil;26c4a2fb-da18-46a3-98db-6c9a11e47556;kg
unspecified soil;2,3,6-TRICHLOROBENZOIC ACID;Emission to soil;832e590d-3080-493c-9b40-61cc76a78e92;kg
agricultural;Methyl amine;Emission to soil;29ef5634-540f-4abc-94e3-3af0f7b88079;kg
agricultural;Oxytetracycline;Emission to soil;a9d7c944-86a7-4328-b0a6-346311336499;kg
unspecified soil;ACETOACETIC ESTER;Emission to soil;6616605a-50ca-4133-8e34-4936bb0fa193;kg
industrial;Barium;Emission to soil;5719929a-8c5b-48cc-a039-b11a9f380467;kg
unspecified soil;Hymexazol;Emission to soil;c8d4ba2a-2ea4-494f-a290-e5ba87fd9091;kg
unspecified soil;Pyraclofos;Emission to soil;e450bc73-4b81-42e4-b096-206ce62b6a18;kg
unspecified soil;BENFURACARB;Emission to soil;4c3c83f8-3204-4d5b-acdb-dc0ec88dbd7e;kg
agricultural;TETRACHLORVINPHOS;Emission to soil;9968e73a-5652-460e-bfb8-a96c67275b46;kg
unspecified soil;Nitrous acid, 2-methylpropyl ester;Emission to soil;24329255-9a85-43d1-ae04-6a66f65bb160;kg
agricultural;Trifloxystrobin;Emission to soil;fa1a376f-567a-47b2-98e9-b3e5a5e4d224;kg
unspecified soil;Benzene, 1,1'- sulfinylbis(methylene) bis-;Emission to soil;74f7081b-0f13-477d-a999-dd63cef4a6a2;kg
unspecified soil;Alcohols, C12-14, ethoxylated;Emission to soil;b68267af-ae55-4778-ac97-8277f0dd1255;kg
unspecified soil;Allyl alcohol;Emission to soil;8bd8bec1-8143-411a-83b9-79d801511fdc;kg
unspecified soil;ALKYLBENZENESULFONIC ACID, SODIUM SALT C10-C13;Emission to soil;2b9c68b7-6daf-4cae-8886-9833877d7e33;kg
unspecified soil;METHYL CHLOROACETATE;Emission to soil;eeb019ff-ba7d-4f0b-bf46-f474ca8aaa35;kg
agricultural;1-Chloropropene;Emission to soil;3ec3c7a7-5045-4f08-ba69-b2463472b882;kg
unspecified soil;2,4-Pentadienenitrile;Emission to soil;c9ed3ed6-5b07-4e4b-b175-1e01b0962c3b;kg
industrial;Propiconazole;Emission to soil;f84b4f7a-0a2e-4854-8f7a-ec585dc83d1c;kg
forestry;Sethoxydim;Emission to soil;3b09fece-c4ac-48d0-984e-22a50f11e570;kg
unspecified soil;isoxaben;Emission to soil;faa675ff-3bb6-41fe-8993-4af1b1cdbd27;kg
agricultural;Propane sultone;Emission to soil;ba386bef-54ff-4d47-8579-5cb4dc201d49;kg
unspecified soil;2-OCTANONE;Emission to soil;dcdd8e2f-d981-4843-be12-8873b297598c;kg
forestry;pursuit;Emission to soil;c4fdcda3-0dd2-42a0-a35d-9c3675ec299e;kg
forestry;Isoxaflutole;Emission to soil;883d2600-2754-4b67-9342-8532d25aaf64;kg
unspecified soil;Chemicals, unspecified;Emission to soil;17451db4-1056-41ec-ae03-1e2d011ea1e7;kg
unspecified soil;2-Dibutylaminoethanol;Emission to soil;018ce85d-bf8a-472e-96ce-18fb0f9d12c1;kg
unspecified soil;BENZ(A)ACRIDINE;Emission to soil;30750f0c-7ede-4622-97b8-ae58eba85bc2;kg
agricultural;Propachlor;Emission to soil;852c8e6a-f82a-4ca5-a78c-e0910b58a2de;kg
unspecified soil;Captan;Emission to soil;134db8b8-7fad-4440-a4d4-420c4f72e08b;kg
agricultural;Phenol, pentachloro-;Emission to soil;e1962af3-999a-4376-822d-751b38dde8cc;kg
agricultural;Oxadixyl;Emission to soil;d216b8b6-3744-447a-be01-989a5985cc35;kg
unspecified soil;Dibenzofuran;Emission to soil;fdd12352-e6f9-434f-9798-0d4eb6f632d7;kg
industrial;Trimethylbenzene;Emission to soil;23c83287-db8d-41ee-b99b-b211b9b7a19d;kg
industrial;Crotonaldehyde;Emission to soil;45443c7c-1570-44f3-93c0-67ab24231e46;kg
unspecified soil;N-PHENYL-2-NAPHTHYLAMINE;Emission to soil;8e37c283-adfb-49db-a2ca-fb86c4e42435;kg
industrial;Lead (+II);Emission to soil;15a765b9-ed69-4f9a-a2ea-d77867a120ca;kg
agricultural;Acetaldehyde;Emission to soil;d8f18b1b-9adb-4663-b35d-54f492e8330c;kg
industrial;Trinexapac-ethyl;Emission to soil;f5dbe576-eb60-4a54-bff8-ff3c12034e3f;kg
agricultural;O-TOLUIDINE;Emission to soil;d5cfd065-bd63-46ed-9cf6-d9151e883f5e;kg
unspecified soil;fonofos;Emission to soil;35a5eca3-3931-4908-ba6a-346893088751;kg
forestry;DNOC;Emission to soil;fe87fa02-3417-4865-977e-e05d2e7458aa;kg
unspecified soil;Dimethachlor;Emission to soil;25e5eab5-52b8-4bd6-8143-90eefa058c45;kg
agricultural;Cyromazine;Emission to soil;8539ad44-b964-43ee-88a2-c609f4c2c62e;kg
agricultural;tau-Fluvalinate;Emission to soil;92681c17-2514-4151-aabf-baee3fd8e5f5;kg
industrial;Triethyl amine;Emission to soil;90acb58b-c8d8-424d-9441-3364826d6f2f;kg
agricultural;Triflusulfuron-methyl;Emission to soil;8638150a-6413-4a26-9a97-c9fc2bbef19b;kg
agricultural;Ametryn;Emission to soil;e1327ebe-ac90-4d12-8787-09649213ce63;kg
unspecified soil;METHYL PENTYNOL;Emission to soil;29f510d5-f2a6-4d10-b78a-8e426ee7f5c7;kg
unspecified soil;1,3-DICHLORO-2-PROPANOL;Emission to soil;b1e33588-5801-44ad-97be-af5d95f86292;kg
unspecified soil;ERBON;Emission to soil;ee2539c3-9c96-4c9c-a70f-ad04fc8fc943;kg
industrial;Arsenic, ion;Emission to soil;0e907e32-c2f3-4cd6-a7e6-64363f82d635;kg
industrial;Dibenzofuran;Emission to soil;47917926-e15a-44a0-8575-16fee4ed1d26;kg
unspecified soil;Isopropylamine;Emission to soil;0381f326-c379-42ce-b437-d2e7a222d611;kg
industrial;Dicrotophos;Emission to soil;8e2a3928-4b96-45a9-a387-d7292e507632;kg
industrial;Cadmium, ion;Emission to soil;edbe8b1d-d658-43be-b5d6-1c81971f1670;kg
unspecified soil;Ethylene glycol monoethyl ether;Emission to soil;b74a8518-2acb-46f6-9aee-5d17d42faa86;kg
agricultural;Copper oxide;Emission to soil;b3e1d8bd-bd8d-4270-98f4-cc131ed6dc4e;kg
unspecified soil;Diethylene glycol butyl ether;Emission to soil;65a91179-4f28-4331-a330-c3a53ef50289;kg
industrial;Zinc, ion;Emission to soil;c846cc4a-d91a-491f-b70e-428d0bed6c43;kg
industrial;Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b;Emission to soil;32ee8b07-9f34-4a65-ac1e-15687491dda3;kg
agricultural;3-Pentanol;Emission to soil;049174b3-288c-4176-8dc5-bcd7bd582c8e;kg
agricultural;tertiary-Butyl Acetate;Emission to soil;4b2fbe9c-e78b-4055-a6cb-07ea8066f3bb;kg
unspecified soil;ETHYL AMYLKETONE;Emission to soil;07280992-0ff6-42f3-80a2-705d10860737;kg
industrial;Diflufenican;Emission to soil;4c577b61-26bf-4a6d-91fb-7ec85c5bae3a;kg
unspecified soil;Quinmerac;Emission to soil;4ad79e3d-8f8a-45ab-a43a-d22959687c1e;kg
industrial;Titanium;Emission to soil;41abb9cf-8e9a-40fe-895e-d491e32244b4;kg
unspecified soil;Zirconium-95;Emission to soil;45ec9b2f-70e2-454d-b8f5-8e959aa7893c;kBq
forestry;Fenamiphos;Emission to soil;1640f097-6bcd-433f-9b38-64f578034739;kg
unspecified soil;Paraquat dichloride;Emission to soil;fb6813df-3a8a-4ab7-afb0-58ef3cda3ac5;kg
unspecified soil;o-Toluidine.HCl;Emission to soil;066e76fe-7db0-452e-9971-2a5c2144f222;kg
unspecified soil;PHTHALIMIDE;Emission to soil;a082b41c-0c7b-41c3-addd-ec4c85a867dd;kg
forestry;N,N-Dimethylnitroamine;Emission to soil;4b43f91e-153e-4fe3-87f7-bb46bc9670d5;kg
unspecified soil;Phenol, 2,4-dichloro;Emission to soil;7783f639-ea5e-4d17-9c59-53bb2abcf19c;kg
forestry;Ethane, 1-chloro-1,1-difluoro-, HCFC-142b;Emission to soil;6b6fd6d3-f619-44d5-ae1f-c3d9b63f756a;kg
unspecified soil;PICROTOXIN;Emission to soil;13238e4e-16ec-4c93-bb03-8ca2ac5f0a97;kg
unspecified soil;BENZYLMALONIC ACID, DIETHYL ESTER;Emission to soil;2932c9a5-3ed9-4a04-876c-f1f022192aba;kg
unspecified soil;Flusilazole;Emission to soil;022d707c-39e6-469f-94a7-f62997db7bee;kg
unspecified soil;Acrolein;Emission to soil;5044df40-5ee1-4a05-9a01-5af973010ce0;kg
unspecified soil;Metolachlor;Emission to soil;fb5dba93-e316-4135-8f35-08b325a9b690;kg
forestry;beta-butyrolactone;Emission to soil;74f1665d-857e-4476-996b-38870d3dfd3e;kg
unspecified soil;TRIPHENYLPHOSPHATE;Emission to soil;fa0d6337-dc3f-4d04-aa22-3cce9d448af9;kg
unspecified soil;FLUCYTHRINATE;Emission to soil;6feb5ff2-0bdc-4b73-bf1c-91a05fba9d94;kg
industrial;4-AMINOBIPHENYL;Emission to soil;d87dcdc4-ebb5-4755-b075-7d810ce1c16e;kg
unspecified soil;ETOFENPROX;Emission to soil;ea95677e-f23e-42cf-b6e5-dc097aab5f08;kg
industrial;Polychlorinated biphenyls;Emission to soil;06a04744-b01c-4699-877a-1aa22186cad0;kg
industrial;Oxydemeton-methyl;Emission to soil;a5ccc28a-c5de-49ed-ad11-a0a3d23ea8b1;kg
forestry;Orbencarb;Emission to soil;c0582382-48c4-4c47-af92-3bd4e89efb1a;kg
industrial;1,1-Dichloroethylene;Emission to soil;4ff738de-4b1f-48e0-a0a2-a3acfb1d9ff2;kg
industrial;Ethane, 1,1-dichloro-;Emission to soil;bb52a381-79f2-4401-8005-c160b8b63230;kg
unspecified soil;Lasiocarpine;Emission to soil;820851f0-8c73-4c0f-a078-44369138ae8f;kg
unspecified soil;BENZOYLPROP ETHYL;Emission to soil;a4ab7d3a-2757-4666-a815-77ec1524959f;kg
agricultural;Beryllium;Emission to soil;162b7095-c497-4b3c-a290-01ebe4bc9a08;kg
unspecified soil;Chloramine-B;Emission to soil;08e603d4-48d5-4d1a-a5d3-bfc1300c87c3;kg
unspecified soil;Phosphoric acid, diethyl ester;Emission to soil;e8c1b05b-a846-4e19-8fbd-1f33c8a2389f;kg
agricultural;Mepiquat chloride;Emission to soil;6008086f-5522-493a-8bfe-60e6d0d53b34;kg
unspecified soil;Benzonitrile, 4-fluoro-;Emission to soil;49aaf2d0-27e8-4092-a609-4efa58386c2e;kg
agricultural;Metosulam;Emission to soil;b7feaed4-a5d3-4601-894c-e10f9dc7575b;kg
industrial;Fenoxaprop ethyl ester;Emission to soil;e26893fa-691e-4ad1-88cf-959ee1fa596d;kg
industrial;3,3-Dichlorobenzidine;Emission to soil;df800dc5-ed39-401c-83ac-4adcf9c563ae;kg
unspecified soil;2-butenal;Emission to soil;7a61bd4e-866d-4ce7-ae00-9d2703d08d64;kg
unspecified soil;CHLOROMERCURIPHENOL;Emission to soil;3f30ae2e-58da-403e-9b21-17902c0ed019;kg
unspecified soil;2,4-DINITROANILINE;Emission to soil;65ceae84-f162-4911-982d-5fb8f5c8b3c1;kg
forestry;Benzoic acid;Emission to soil;16986537-693b-4b17-903a-9de8ec996428;kg
unspecified soil;Mercury;Emission to soil;f7eca11f-546f-4712-ad80-724254685596;kg
forestry;Quintozene;Emission to soil;eaaf059b-ff19-48d7-a417-032a69969193;kg
agricultural;Thifensulfuron-methyl;Emission to soil;4bafafca-ff89-46aa-9aaf-c93667df13a4;kg
unspecified soil;Trinexapac-ethyl;Emission to soil;f06ff873-717f-4ee4-9070-84d65d984b5a;kg
unspecified soil;Benzoyl peroxide;Emission to soil;5b758d66-5889-479a-a616-46173f13d02f;kg
agricultural;Copper oxychloride;Emission to soil;6b9e2e5d-bfcd-494d-be72-42599643b75b;kg
agricultural;4-NITROPHENOL;Emission to soil;46b96697-f8ae-4b60-8296-c68e8a020d81;kg
forestry;Thiram;Emission to soil;e678c675-abb0-449a-8431-9cb3dce30029;kg
unspecified soil;Amitrole;Emission to soil;5ad526da-3022-4ab2-871f-27a787328425;kg
agricultural;Bis-(chloromethyl)ether;Emission to soil;52388925-915d-4a6b-9716-86dc12530168;kg
unspecified soil;3-Methyl-1-butanol;Emission to soil;768aa070-ea7c-4157-aeec-3148c030191e;kg
unspecified soil;ANTIPYRINE;Emission to soil;9be8e45c-fd9a-48cd-8964-3358675f7e65;kg
agricultural;Chloropicrin;Emission to soil;57a8e923-2c1f-47cb-b96c-e75af8c7de2a;kg
unspecified soil;Praziquantel;Emission to soil;87521964-3fe5-495b-ac6b-2f67c8419195;kg
unspecified soil;Benzo(b)naphtho(1,2-d)thiophene;Emission to soil;c301d760-bca4-48b6-aa0b-6a3d2c5fa1cc;kg
unspecified soil;THIAZAFLURON;Emission to soil;5f642c7f-d084-434c-8b8c-342bf132e27a;kg
forestry;Flumiclorac-pentyl;Emission to soil;55e56989-d47f-4d83-8b01-d1c6bd038de4;kg
unspecified soil;ANDROSTENEDIONE;Emission to soil;8519a936-cc45-49c6-91c5-9eff0a530428;kg
forestry;Esfenvalerate;Emission to soil;244f4765-2df3-4671-8e7d-de9b99b3261f;kg
agricultural;allylamine;Emission to soil;b595e3ea-c1a7-4804-8200-70241056eb84;kg
unspecified soil;Methane, dichlorodifluoro-, CFC-12;Emission to soil;7f49c789-1679-417d-8d90-25ba2579bfe9;kg
forestry;MCPA;Emission to soil;7214ac84-9c52-4db3-a0d0-afdb9b4c3118;kg
unspecified soil;MERCAPTOACETIC ACID;Emission to soil;8d04dfc9-b164-4381-bf85-6fc2206bb061;kg
unspecified soil;PHORONE;Emission to soil;74fb4ff9-51a5-4468-84db-e16e85c38e9a;kg
unspecified soil;Ethyl ziram;Emission to soil;086b0cba-1b58-4df3-b68f-5baaa53543ea;kg
industrial;terbacil;Emission to soil;c60901c7-4eb0-4c07-bfef-d198c2c67dce;kg
unspecified soil;INDOLE-3-ACETIC ACID;Emission to soil;e3e8f3b6-22b9-401b-ad89-8a98cfe6b0a5;kg
forestry;Fentin acetate;Emission to soil;799ea4aa-0263-4f00-b1be-67d302d9f7c4;kg
unspecified soil;4-PHENYLBUTYRIC ACID;Emission to soil;fa259c13-51e5-4ecb-9c5b-862c5825cac1;kg
industrial;Carbetamide;Emission to soil;5f7445ea-68db-4f76-a6c2-d689d71b4b79;kg
forestry;Carbon disulfide;Emission to soil;224f36d1-3a3b-4953-8cc8-c536e5947c50;kg
forestry;Hexane;Emission to soil;ff0645a4-e2eb-4d16-8e2c-095cb46eb8a6;kg
agricultural;Propionic acid;Emission to soil;3024440a-5528-4a32-9c51-b492cdddc2a4;kg
unspecified soil;2,2,2-TRIFLUOROETHANOL;Emission to soil;98eb8884-8e09-4f50-b182-36372befa354;kg
industrial;Acetochlor;Emission to soil;838984b9-beaa-4f7f-ade3-b4d11bf98ff2;kg
agricultural;Thidiazuron;Emission to soil;68f5b661-cd07-445f-b14b-0fa266b3b168;kg
industrial;Quizalofop ethyl ester;Emission to soil;b2fe3c9c-f150-41f7-876f-6f97dd820216;kg
unspecified soil;CYPRAZINE;Emission to soil;350ab58c-4787-4721-a009-0194494d83fd;kg
unspecified soil;Bixin;Emission to soil;18958aa4-4bdc-4a93-a8a2-33de8b121b0b;kg
forestry;resmethrin;Emission to soil;c1c01c23-1a2e-4bcd-a3a8-c038a1b31e0f;kg
unspecified soil;Dicloran;Emission to soil;18e2ebf0-f3f6-47e8-9da4-3b7722789559;kg
agricultural;Emamectin benzoate;Emission to soil;43249bb5-085d-407b-8a7e-933267088345;kg
unspecified soil;DIISOPROPYLAMINE;Emission to soil;acc6d60a-6b34-46dd-a848-4d6994631b52;kg
unspecified soil;PHENOTHRIN;Emission to soil;19238b01-0cf6-44ff-8ed6-0c64a3fc904c;kg
unspecified soil;DI(P-AMINOPHENYL)SULFONE;Emission to soil;fe9d6153-7dcd-43da-9c0c-94f874451fac;kg
agricultural;Vinyl acetate;Emission to soil;f863bc47-3f18-469b-bb36-54e6a36fb9fc;kg
industrial;Butyraldehyde;Emission to soil;14b967b1-e1e5-432f-886f-6662f8bfc43b;kg
agricultural;Diflufenzopyr-sodium;Emission to soil;cc667a3d-e88b-42f7-b265-461b7d66837f;kg
unspecified soil;TOLYFLUANIDE;Emission to soil;ac3db249-b304-4ff7-8821-3dfcd6a0edd0;kg
unspecified soil;O-BROMOANILINE;Emission to soil;fa3e99f6-7bad-4bd8-b456-b0d9d6e80b48;kg
forestry;Aldrin;Emission to soil;942b09af-aa27-4966-9533-c6f656aa3a7c;kg
industrial;Butyl acrylate;Emission to soil;0eec377c-63cd-4469-a056-5441a9bc0b2e;kg
unspecified soil;Butyl trichloro tin;Emission to soil;d7cda9b5-43a1-469c-b685-292288ce46c4;kg
agricultural;Boscalid;Emission to soil;826db4aa-35d9-4c1d-b56e-0f2542e2e480;kg
agricultural;Octadecadien (e z);Emission to soil;e7c4b9f1-bd11-479b-ac66-2498b5665a8b;kg
agricultural;4-Vinylcyclohexene;Emission to soil;3e726601-169f-4f23-8b39-68787090a787;kg
unspecified soil;TRIETHYL PHOSPHATE;Emission to soil;014c6250-1614-4f28-8c4d-b5f4e76a81c0;kg
unspecified soil;Tetrafluoroethylene (TFE);Emission to soil;3a8661c3-d8c2-4102-9680-cd211042de65;kg
industrial;Dipropylamine;Emission to soil;d41ca591-569d-4fc8-8ef3-2fffe97041fb;kg
agricultural;Maneb;Emission to soil;d689f35b-5ebf-4b87-bb12-c4e316219275;kg
unspecified soil;3,5-DIMETHOXYPHENOL;Emission to soil;2576e571-9ac7-4454-a20b-24e7bf45d858;kg
agricultural;PENCYCURON;Emission to soil;9a82ae3c-0e87-457c-8778-b873451ec0af;kg
unspecified soil;didecyldimethylammonium chloride;Emission to soil;0cbb9529-eb6f-409a-8ea4-f67f230d8705;kg
unspecified soil;BIORESMETHRIN;Emission to soil;927c15bf-adc1-47c6-9414-0506bedf6a87;kg
forestry;ETHYL ACRYLATE;Emission to soil;513d8329-0536-4d35-b6df-0b327c0b7660;kg
unspecified soil;5-Hepten-2-one, 6-methyl-;Emission to soil;25c96f3f-0673-44ea-8f2e-a71e0be98387;kg
agricultural;Triphenyltin hydride;Emission to soil;a8583581-2b6a-4891-a66c-485455842c9f;kg
industrial;o-Dichlorobenzene;Emission to soil;dc597601-1e2a-44d5-9051-a4e98bfc4b8d;kg
industrial;Hexachlorocyclopentadiene;Emission to soil;a2774121-a8cc-4803-9e61-740f05c7f908;kg
forestry;Acenaphthylene;Emission to soil;aa7fabfd-7dfd-42aa-8ad4-b1412c67ffcd;kg
unspecified soil;DODECYLBENZENE;Emission to soil;24e565b4-d9f8-48a3-bb57-11016df5d411;kg
unspecified soil;manure N;Emission to soil;8de1606d-5b6c-43c4-8f02-593b493ea960;kg
industrial;DNOC;Emission to soil;44cd479c-9ddf-47da-bfda-784241ab0b43;kg
agricultural;Dithianon;Emission to soil;31913320-21f3-4cc2-b09a-a15ac9b65f5e;kg
unspecified soil;FENTHION;Emission to soil;90546ec1-0086-4b47-9e3e-9a7021efb6be;kg
unspecified soil;2-Ethoxyethyl methacrylate;Emission to soil;bf959cdd-472a-468f-8992-19f2d4745994;kg
industrial;SEC-BUTYL ALCOHOL;Emission to soil;05979f93-6af5-48c9-917d-3c34be348b38;kg
industrial;Quinclorac;Emission to soil;2ffc7878-5fea-4950-8031-6acdad941cca;kg
unspecified soil;OXYTHIOQUINOX;Emission to soil;6a3ed9a5-e4a5-4529-8191-8555e8392f22;kg
unspecified soil;4,4'-BIPHENOL;Emission to soil;6d3d29d5-b4a5-4b5a-a6df-67d90ba70632;kg
unspecified soil;SAFROLE;Emission to soil;cd8c887c-54da-400f-b7dd-49f2416040ea;kg
unspecified soil;9-AMINOACRIDINE;Emission to soil;7a9967ae-90cc-4318-8858-665e0ad84e48;kg
unspecified soil;Methane, trichlorofluoro-, CFC-11;Emission to soil;b8b6bbf4-8e6f-4e5f-b415-66fae863e378;kg
agricultural;Pyridaben;Emission to soil;04f55cd5-5acb-4bcd-8544-cad444b5185b;kg
unspecified soil;1,1,3-TRIMETHYLCYCLOHEXANE;Emission to soil;f122cba0-2e07-4286-8641-499dc5ae3952;kg
unspecified soil;Alizarin Cyanine Green F;Emission to soil;3029a0aa-c460-4eb3-93ec-18584467ca10;kg
industrial;HYDROQUINONE;Emission to soil;4f0864b7-d4bb-41ef-9d79-ae2a26346e52;kg
forestry;Calcium  hydroxide;Emission to soil;5b61a10d-916f-4029-a041-3f8bbe0c9b16;kg
industrial;Phthalate, dioctyl-;Emission to soil;721f4153-af42-4e63-a79a-73ec7b763e93;kg
agricultural;Alachlor;Emission to soil;f809b5e9-ed1b-4117-8bc7-9acf883ec7f5;kg
unspecified soil;TETRAPROPYLENEBENZENESULFONIC ACID;Emission to soil;a5ce2ff0-275b-4a90-90d9-13a497c7c095;kg
forestry;Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin;Emission to soil;28d4f81f-9713-4fa7-a0d9-dbde52c1e82b;kg
industrial;Heat, waste;Emission to soil;dab33577-e9d4-4f6d-b141-a456521d4c1b;MJ
unspecified soil;2,4'-DICHLOROBIPHENYL;Emission to soil;9b2086c9-3c6a-4f02-b34c-13a05b0e7465;kg
agricultural;Diazinon;Emission to soil;c4302ab1-eb6d-458b-86ad-f7d7d4df411e;kg
unspecified soil;Sulfosulfuron;Emission to soil;fa75698e-110e-4e65-856b-0db94ed726c1;kg
unspecified soil;Antimony-124;Emission to soil;180016f0-7376-4089-9596-c513cd7fdfec;kBq
agricultural;Azadirachtin;Emission to soil;15bf286c-c973-4b31-b1c8-415953a444e7;kg
unspecified soil;Sulfuric acid, monodecyl ester, sodium salt;Emission to soil;e2afbbd7-fd9b-4c3c-945e-4b2d5a990076;kg
unspecified soil;Budesonide;Emission to soil;e6af17fc-0333-4ba8-b3a8-21db89f83c02;kg
forestry;Chlorosulfonic acid;Emission to soil;7bb5c85f-6788-4d3f-9a60-6be954840cc5;kg
industrial;Saccharin;Emission to soil;eef238ce-c3cc-4a69-a086-4177ad4ee8db;kg
agricultural;Cyfluthrin;Emission to soil;dd786e61-d387-4dc4-8314-2a5f958e7168;kg
agricultural;Rimsulfuron;Emission to soil;8b4f0e68-38d5-4bee-b647-680d3a117560;kg
unspecified soil;p-toluidine;Emission to soil;7aca0f1f-f6fa-4355-a682-b4533ee45bef;kg
unspecified soil;DODECYLBENZENESULFONIC ACID;Emission to soil;57eddfd1-fb5d-4bd9-8750-d0e1b8a8c120;kg
unspecified soil;Iprodion;Emission to soil;cc5e92b4-526e-492d-a110-4cdb4dfa2037;kg
agricultural;Cobalt;Emission to soil;9542444c-7c7a-48e2-bc9c-9c7c34fb7b3e;kg
unspecified soil;Boron;Emission to soil;e3b7b5aa-514e-430e-9544-07d8f5b8d494;kg
agricultural;Hydrogen chloride;Emission to soil;e4d585b8-fc05-49ee-8fc8-ac05cdce6217;kg
unspecified soil;ALLYLTHIOUREA;Emission to soil;d89b26c8-3435-41fa-9a1b-30580f79d573;kg
unspecified soil;DIETHYLENETRIAMINEPENTAACETIC ACID;Emission to soil;f1fa9dce-75bf-42b5-a31b-ee65514efddd;kg
agricultural;Aclonifen;Emission to soil;dc64ecac-a65f-4d9a-9de6-557f1135659f;kg
unspecified soil;DIMETHYLTIN DICHLORIDE;Emission to soil;be03bc34-9a7d-4052-aef7-82da8fc04f11;kg
forestry;M-CRESOL;Emission to soil;6fd37c77-558f-4de9-a409-1303950b3987;kg
forestry;Pyrethrin;Emission to soil;a8bd90c1-ff56-4375-87b8-9893b6995c98;kg
forestry;Chlorpyrifos;Emission to soil;e3f9bdf4-b6e0-46c2-a2bc-d822fb1a4687;kg
forestry;Gold;Emission to soil;269dddab-6831-4ce0-a28a-e32b5b0f9219;kg
unspecified soil;Phosmet;Emission to soil;84c0a693-716a-431b-9d73-c0de4be86d25;kg
industrial;Calcium;Emission to soil;57117e3c-15aa-4b4d-b953-6d33986aa5aa;kg
agricultural;Resorcinol;Emission to soil;9745512e-08c0-4a23-917c-3dd74e85e261;kg
forestry;Desmedipham;Emission to soil;1f352744-fbfd-4cd9-9a66-ec9cbcaf8fb9;kg
