categories;type;exchanges;name;unit;code;database 
('air', 'urban air close to ground');emission;[];Tetramethyl ammonium hydroxide;kilogram;2a1c80de-a083-470b-80dd-ba11a5aeea8c;biosphere3
('natural resource', 'in ground');natural resource;[];Borax, in ground;kilogram;eead2933-c2be-4a53-a0bd-bd33b67e4145;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Silicon;kilogram;0d7ef054-35e2-4d02-9113-574d7f022631;biosphere3
('water', 'surface water');emission;[];Ethanol;kilogram;42ebce6e-222e-442b-be25-3d8f711ce5cf;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Ethylene glycol monoethyl ether;kilogram;2d17bb2f-2072-4a7a-a672-9550a97c14f5;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Trifluralin;kilogram;8a2c92a3-7210-4560-bfd9-d3cc7d09ad72;biosphere3
('air',);emission;[];Chrysene;kilogram;c492ac36-a5e1-446c-92c5-110a55654a80;biosphere3
('water',);emission;[];Sodium formate;kilogram;f8ac9a93-5172-4349-bc59-01af13f7dbb6;biosphere3
('water', 'ground-, long-term');emission;[];Scandium;kilogram;f6266ac7-9608-47f2-bc91-3857eb366446;biosphere3
('water',);emission;[];Triethylene glycol;kilogram;58eea1e4-bf8e-409c-9d92-4b3d90d85ae0;biosphere3
('water', 'ground-, long-term');emission;[];Water;cubic meter;06d4812b-6937-4d64-8517-b69aabce3648;biosphere3
('soil', 'agricultural');emission;[];Halosulfuron-methyl;kilogram;b59aad72-50dd-4938-93bd-9ed99ab720af;biosphere3
('air', 'urban air close to ground');emission;[];N-Bromoacetamide;kilogram;e9a52ea8-864d-4ed7-94dd-64bef4cae2cd;biosphere3
('soil', 'agricultural');emission;[];Zinc;kilogram;84aa799e-9d98-4d34-85e0-516d28ab1be9;biosphere3
('soil', 'agricultural');emission;[];Procymidone;kilogram;364cef97-0380-4d40-8b47-35e073f0c54f;biosphere3
('water', 'ground-, long-term');emission;[];Lead-210;kilo Becquerel;0b316831-20fd-4f73-bfcf-c19e3485fc1f;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Hexane;kilogram;5f29e18d-ace2-466c-831e-be1aee84323a;biosphere3
('water', 'ocean');emission;[];Iron-59;kilo Becquerel;885c00c7-2c39-40d7-b4cb-d658038ee40a;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];o-Nitrotoluene;kilogram;4278f8fe-d3ac-4744-8386-7c8030f7386c;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Carbon dioxide, non-fossil;kilogram;d6235194-e4e6-4548-bfa3-ac095131aef4;biosphere3
('air', 'urban air close to ground');emission;[];Hexane;kilogram;3bbc78d0-08c4-48ef-a863-704e32fddcb3;biosphere3
('air', 'urban air close to ground');emission;[];Formic acid;kilogram;2cbe35d9-052c-4fe8-8eb2-08769f10b2c7;biosphere3
('water', 'ground-, long-term');emission;[];Methyl amine;kilogram;3a53d5b5-bc5a-4c94-b507-f94169a58f23;biosphere3
('natural resource', 'in ground');natural resource;[];Carbon, organic, in soil or biomass stock;kilogram;8c2fe757-6866-4ed2-9f89-81012ad774a0;biosphere3
('water', 'ocean');emission;[];Boron;kilogram;5baed830-f676-4031-a036-8a9599bd7237;biosphere3
('air', 'low population density, long-term');emission;[];Ethane, chloropentafluoro-, CFC-115;kilogram;4925cde1-9f43-43d3-bcf1-4865b8de6634;biosphere3
('water', 'surface water');emission;[];Silver, ion;kilogram;af9793ba-25a1-4928-a14a-4bcf7d5bd3f7;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Copper;kilogram;e336eee7-148a-4d1c-8027-780cbfafa12b;biosphere3
('natural resource', 'in water');natural resource;[];Volume occupied, reservoir;cubic meter-year;9a9d71c7-79f7-42d0-af47-282d22a7cf07;biosphere3
('soil', 'agricultural');emission;[];Tralomethrin;kilogram;04279d50-d748-4d84-b004-8c90ccb044e2;biosphere3
('water', 'ocean');emission;[];Nitrate;kilogram;43c700bb-0b3b-4fb1-8bd1-3d1da82b6844;biosphere3
('air', 'low population density, long-term');emission;[];Hydrocarbons, aliphatic, alkanes, unspecified;kilogram;81801aa8-01a0-41ac-8c3e-4bbda8dd1381;biosphere3
('water',);emission;[];Fluoboric acid;kilogram;19b0229f-7cda-4154-baee-c1b1efef532a;biosphere3
('air', 'urban air close to ground');emission;[];Chloramine;kilogram;b34d0551-cb9a-4d3f-95ad-2cdb380d5cd1;biosphere3
('air', 'urban air close to ground');emission;[];Carbon monoxide, fossil;kilogram;6edcc2df-88a3-48e1-83d8-ffc38d31c35b;biosphere3
('air', 'low population density, long-term');emission;[];Lead;kilogram;9ee7f4ab-b826-47ae-8623-e138f944b42e;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Ethane;kilogram;6cfec9aa-691b-4be2-940d-56e73fda16de;biosphere3
('water', 'ground-, long-term');emission;[];Acetyl chloride;kilogram;3d36c0c1-aff6-4ec3-ba35-18831b9ef85e;biosphere3
('air', 'urban air close to ground');emission;[];2-Aminopropanol;kilogram;a0fec60d-3f74-48bf-a2d2-58c30fc13e53;biosphere3
('natural resource', 'in ground');natural resource;[];Pt, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground;kilogram;3250f566-58bc-46d3-ab88-1d2e23ca3e1b;biosphere3
('air', 'urban air close to ground');emission;[];Iodine-129;kilo Becquerel;05bd7a83-0c53-4e95-b1eb-1140742f4176;biosphere3
('soil', 'forestry');emission;[];Silicon;kilogram;33aaa517-2f57-4b13-be01-910469b03567;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Methane, trifluoro-, HFC-23;kilogram;5e2e1740-1bb9-4157-b816-6cb5aa006437;biosphere3
('water',);emission;[];Formic acid;kilogram;97f92a10-ea74-463f-a9d7-3c852b6aab4c;biosphere3
('air', 'urban air close to ground');emission;[];4-Methyl-2-pentanone;kilogram;9fbec2f4-6b42-4e63-9573-14e04befe20f;biosphere3
('water', 'surface water');emission;[];Sulfur;kilogram;16d8a28a-bf21-46ff-ae18-6da39e53fa17;biosphere3
('water', 'ground-');emission;[];Fluoride;kilogram;b84e31d0-cf7b-4c3f-bc8a-3cc93bdb30d9;biosphere3
('air', 'urban air close to ground');emission;[];Ethene, tetrachloro-;kilogram;d2d4b344-3c58-4b0c-868a-ac0bdb2027dc;biosphere3
('air', 'non-urban air or from high stacks');emission;[];1-Pentanol;kilogram;cc9a442f-c96a-4bdc-990d-8b58f72b4e07;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Cyanide;kilogram;9e8d685c-9948-4dc0-9c0b-d5c511e14d05;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Zirconium-95;kilo Becquerel;ae941326-4981-44fa-8be1-8757aab10d00;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Molybdenum;kilogram;5fa36ce3-aed0-443b-a09d-4cdf25b41995;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Cobalt;kilogram;9ce88274-57b6-42ed-a78b-4abef2301865;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Formaldehyde;kilogram;22b0b296-d066-4159-a44b-69fdb17dc802;biosphere3
('air', 'low population density, long-term');emission;[];Acrolein;kilogram;086f6b04-002c-49a0-9be8-2bad29a9c17a;biosphere3
('water', 'surface water');emission;[];2,4-D amines;kilogram;c7dcf08c-f297-495b-b7db-f4f54799814b;biosphere3
('natural resource', 'in ground');natural resource;[];Ulexite, in ground;kilogram;d0696f95-6cb3-453b-b849-c99ba9c90c28;biosphere3
('water', 'ground-');emission;[];Sulfite;kilogram;e4d7a9e4-76d6-46f6-b91b-2be8460d248e;biosphere3
('water', 'ground-');emission;[];Acenaphthylene;kilogram;a998fad5-65bc-4ea9-905b-df4d5e667358;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Thorium-232;kilo Becquerel;4c54be62-05f1-4201-940d-f161537be704;biosphere3
('water', 'surface water');emission;[];Acetyl chloride;kilogram;d1528862-956f-4441-b2ac-cce8ae963805;biosphere3
('water', 'ground-, long-term');emission;[];Diethylamine;kilogram;bd1ea45b-ac3c-4f6d-8383-a48339227ee2;biosphere3
('soil', 'forestry');emission;[];Magnesium;kilogram;2ef1d3db-baba-4948-bd9c-eb91e4a36228;biosphere3
('natural resource', 'land');natural resource;[];Transformation, from forest, unspecified;square meter;0930b6b8-d9c6-4462-966f-ac7495b63bed;biosphere3
('soil', 'forestry');emission;[];Carbon;kilogram;b72e46aa-9034-4dd2-856d-a43241d3b1f4;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Plutonium-238;kilo Becquerel;59c2b461-3992-4b18-8f27-699f4880cc4e;biosphere3
('water',);emission;[];Cerium-144;kilo Becquerel;36a50e5a-1e00-4935-aa35-2a331d9a4045;biosphere3
('natural resource', 'land');natural resource;[];Occupation, bare area (non-use);square meter-year;c991a302-884f-4882-a094-e1b8f1d4c6b0;biosphere3
('water', 'ground-');emission;[];Chloramine;kilogram;cc83ea17-d066-4751-b8e6-659f68771ade;biosphere3
('water', 'ground-');emission;[];Insecticides, unspecified;kilogram;623ae1fb-a694-4327-9c6f-4ea35c536100;biosphere3
('soil', 'agricultural');emission;[];Acephate;kilogram;cdcdbfc9-3d5f-4e78-8033-8dbecbb2cfec;biosphere3
('air', 'low population density, long-term');emission;[];Sodium dichromate;kilogram;64a408f9-a93b-47c8-863e-3e239fb1b118;biosphere3
('air', 'low population density, long-term');emission;[];Xenon-133m;kilo Becquerel;103c41ab-69e6-4af9-9b4a-cbd3e2858c0d;biosphere3
('air',);emission;[];Benzene, ethyl-;kilogram;88ef28f1-cfd5-44a0-ac34-01acf2db84a0;biosphere3
('water',);emission;[];Trimethylamine;kilogram;9ee52c9a-194b-476f-a0ff-0aba3759e2a0;biosphere3
('water', 'surface water');emission;[];Chromium-51;kilo Becquerel;7529a948-b5ac-4eb9-8349-2a3677b8fe14;biosphere3
('water', 'ocean');emission;[];Hydrocarbons, aromatic;kilogram;67799e83-54c8-4c89-90dc-1a7fa7780d2b;biosphere3
('soil', 'forestry');emission;[];Nickel;kilogram;5de1943f-b011-45a0-97d4-ed15eea6a382;biosphere3
('water',);emission;[];Trichlorosilane;kilogram;21806f1e-a21a-43f7-82b1-00dd5c42fe3f;biosphere3
('air', 'urban air close to ground');emission;[];Silicon tetrafluoride;kilogram;1088a788-1a99-4127-834e-d29c1fe47c74;biosphere3
('water', 'ground-');emission;[];Cyclohexane;kilogram;e3dabe3a-e385-496d-8c84-288d45356c79;biosphere3
('water',);emission;[];Chloroacetic acid;kilogram;c8bd2194-b2fc-47c3-bd0b-3341e4b23970;biosphere3
('water', 'ground-');emission;[];Benzal chloride;kilogram;529aa6a5-092a-4b55-8e09-c56393808b5c;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Cumene;kilogram;1a796dc4-5dcb-40da-a609-3a5a40655fad;biosphere3
('natural resource', 'land');natural resource;[];Occupation, river, artificial;square meter-year;c14ea750-4a9f-41fa-bcc1-4a1d84466f43;biosphere3
('natural resource', 'in ground');natural resource;[];Steatite, in ground;kilogram;d5b20a8b-48ac-4dcf-9f6e-dd5da5248c05;biosphere3
('air', 'low population density, long-term');emission;[];Platinum;kilogram;e13ce12b-b03a-48bd-b928-185000edf7bb;biosphere3
('air', 'urban air close to ground');emission;[];Nitrogen oxides;kilogram;d068f3e2-b033-417b-a359-ca4f25da9731;biosphere3
('air', 'non-urban air or from high stacks');emission;[];2-Propanol;kilogram;ed1aff41-0bfc-48b8-8250-840c0a2f6961;biosphere3
('water', 'ocean');emission;[];Yttrium-90;kilo Becquerel;38e5e4ff-5bf1-4337-a314-737bd7ce7cdb;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Carbon disulfide;kilogram;15f9ebbb-b1b5-4bf7-88c6-d99424f5eced;biosphere3
('water', 'surface water');emission;[];Tellurium-123m;kilo Becquerel;2f36d881-55bd-44ed-a383-a97cd4c53b16;biosphere3
('air', 'low population density, long-term');emission;[];Butyl acetate;kilogram;1fee3bdb-480b-4194-b3d7-0e4bd2814c33;biosphere3
('air', 'urban air close to ground');emission;[];Acetaldehyde;kilogram;5ad58fcc-e9ba-4155-a3c9-e4ffb3065a6f;biosphere3
('natural resource', 'land');natural resource;[];Transformation, from field margin/hedgerow;square meter;24edeb85-2af8-4477-b064-1cdcf1510449;biosphere3
('water', 'ocean');emission;[];Diethylene glycol;kilogram;11b6407e-a10b-477f-8dfd-53cb425f62b0;biosphere3
('soil', 'agricultural');emission;[];Propaquizafop;kilogram;89107893-d6a6-4b60-b17e-7f4542461dfd;biosphere3
('air', 'urban air close to ground');emission;[];Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123;kilogram;db907ff7-6cf0-4f88-9376-116262dfad6d;biosphere3
('water', 'ground-');emission;[];Cumene;kilogram;10ee0828-0340-4fe0-a3df-a9f3a8c6d939;biosphere3
('soil', 'agricultural');emission;[];Fludioxonil;kilogram;9e253ace-bf5e-40f2-b9d3-104595b327e4;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Sodium hydroxide;kilogram;131565d8-5d8d-466f-be1d-3615fb77da86;biosphere3
('natural resource', 'land');natural resource;[];Transformation, from annual crop, non-irrigated;square meter;4b420f19-0421-461e-a0b6-7efbf580089b;biosphere3
('soil', 'agricultural');emission;[];Quinoxyfen;kilogram;80059f17-e3f9-4041-9fdc-31658ce27288;biosphere3
('soil', 'agricultural');emission;[];Flusilazole;kilogram;c4cb99f9-ed0e-4543-8596-da56a8de8e40;biosphere3
('water', 'ground-');emission;[];Glutaraldehyde;kilogram;4c6fd60b-f60f-46b6-b2b7-3885dac5785d;biosphere3
('air',);emission;[];1,4-Butanediol;kilogram;09db39be-d9a6-4fc3-8d25-1f80b23e9131;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Aniline;kilogram;62e75c30-0933-4b72-a2ec-6251b7ab8e67;biosphere3
('water', 'ocean');emission;[];Propionic acid;kilogram;5b6d2405-8e33-4edd-9f51-41cdf1935d66;biosphere3
('air', 'urban air close to ground');emission;[];Uranium-234;kilo Becquerel;2f38ead0-f60f-4a9b-a7ca-31219c1a2f65;biosphere3
('air', 'low population density, long-term');emission;[];Ethanol;kilogram;dbafa5bd-48d1-455a-8042-7d631d913745;biosphere3
('water',);emission;[];Cobalt-60;kilo Becquerel;8d8e393e-39c4-44e1-b424-8eeefcd33560;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Xylene;kilogram;a1d277aa-7aea-4b5e-8aa9-2789ba8ff333;biosphere3
('air', 'low population density, long-term');emission;[];Paraffins;kilogram;e94f4bf3-3e8a-4aa1-a9c9-799218337fc6;biosphere3
('water', 'ground-, long-term');emission;[];Thallium;kilogram;7e9baf19-8fa4-49c6-a3c2-2e875217e60b;biosphere3
('water', 'ocean');emission;[];Ethene;kilogram;fc55a3d9-170e-4fe3-9be8-ddb4cc3b90fc;biosphere3
('water',);emission;[];Polychlorinated biphenyls;kilogram;fed18945-b0e0-47a4-8fa0-6bc99c3c512a;biosphere3
('air', 'urban air close to ground');emission;[];Monoethanolamine;kilogram;b9f74a13-1d9c-444e-ba61-1ea1abac70b7;biosphere3
('air', 'urban air close to ground');emission;[];Nickel;kilogram;e43a270f-4f88-4789-a0b8-7aba56677743;biosphere3
('water', 'ocean');emission;[];Cobalt-57;kilo Becquerel;71ddd53a-4720-49b5-86c9-9ab899365630;biosphere3
('water',);emission;[];PAH, polycyclic aromatic hydrocarbons;kilogram;f21b8022-f20d-4752-8cd6-728f56cf9c43;biosphere3
('natural resource', 'in ground');natural resource;[];Sodium chloride, in ground;kilogram;0b9159dd-305d-4add-802f-f7b780ed0289;biosphere3
('water', 'ocean');emission;[];Selenium;kilogram;62cc5e18-da24-4fb7-9f7c-1601fedba341;biosphere3
('air',);emission;[];Argon-41;kilo Becquerel;e7edd471-6c72-42b0-8c2b-8dc9f1959c63;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Uranium;kilogram;347de5bf-3551-4022-8371-258e830b5a09;biosphere3
('water', 'ocean');emission;[];Tungsten;kilogram;a431850e-e4d2-449e-b900-d44e948d489a;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Ethane, hexafluoro-, HFC-116;kilogram;7f62f535-e81a-476c-9c39-4d59f289db1a;biosphere3
('water', 'ground-');emission;[];Strontium;kilogram;070f9c6e-584d-40ed-8b07-6b1f7f75dd3f;biosphere3
('water', 'ground-, long-term');emission;[];Acetonitrile;kilogram;3cee5838-69ba-44f9-bc30-84f82bff2dd9;biosphere3
('natural resource', 'in ground');natural resource;[];Gold, Au 9.7E-4%, in mixed ore, in ground;kilogram;cf3d3dbc-0e4b-402d-92a1-8ea6b4869ed5;biosphere3
('water', 'ocean');emission;[];Sodium chlorate;kilogram;a857022f-c251-4665-81fb-dce3346ac8e4;biosphere3
('water', 'ground-');emission;[];Sodium;kilogram;73a1b292-e31d-4100-a413-304795a3656f;biosphere3
('air', 'low population density, long-term');emission;[];Epichlorohydrin;kilogram;fe2f33dc-75a6-4f18-852d-45da3b54f983;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Methane, difluoro-, HFC-32;kilogram;20d0fc73-b9ce-4001-ac15-893b30ed10a3;biosphere3
('water', 'ground-');emission;[];Neptunium-237;kilo Becquerel;19084123-7b31-4054-9afe-adc0dd20192f;biosphere3
('water', 'ground-, long-term');emission;[];2-Propanol;kilogram;56217fe7-9437-4131-9ae2-e4c4b07b3a64;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Pentane;kilogram;d9da59f1-695d-465b-959d-1cff9d86d923;biosphere3
('natural resource', 'in ground');natural resource;[];Gas, natural, in ground;cubic meter;7c337428-fb1b-45c7-bbb2-2ee4d29e17ba;biosphere3
('soil',);emission;[];Iodide;kilogram;22b18b15-712c-4475-a6a3-e245da9252b6;biosphere3
('air',);emission;[];Carbon dioxide, non-fossil;kilogram;eba59fd6-f37e-41dc-9ca3-c7ea22d602c7;biosphere3
('water', 'ground-, long-term');emission;[];Methyl pentane;kilogram;46b5bff3-38d3-417c-89c1-aa69cce3ab50;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Pyraclostrobin;kilogram;99c0e2e2-6433-44f9-84f8-8cfa35c9099e;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Americium-241;kilo Becquerel;ce11d77b-c85a-4f03-816e-714dcda260ea;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Iodine-129;kilo Becquerel;4649902d-edc5-4d34-ae55-59993fe732d9;biosphere3
('water', 'ground-');emission;[];Nickel, ion;kilogram;e030108f-2125-4bcb-a73b-ad72130fcca3;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Scandium;kilogram;2853753b-084a-4962-bc19-c32d3a52ac2d;biosphere3
('air',);emission;[];NMVOC, non-methane volatile organic compounds, unspecified origin;kilogram;d3260d0e-8203-4cbb-a45a-6a13131a5108;biosphere3
('water', 'surface water');emission;[];Ethene, chloro-;kilogram;cfe43cd8-3356-4d29-bb02-5b9c9ede0aec;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Potassium chloride;kilogram;5f16e477-6c5d-4c10-98df-97d47e584351;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Methane, fossil;kilogram;70ef743b-3ed5-4a6d-b192-fb6d62378555;biosphere3
('air', 'indoor');emission;[];Dimethyl ether;kilogram;6abf9e1a-c33e-49ae-aeae-ab84cee7d2ab;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Neptunium-237;kilo Becquerel;37c36adc-7728-4081-81f3-6cc2da7c9f9f;biosphere3
('air', 'low population density, long-term');emission;[];Nickel;kilogram;c89873de-cd23-4323-a948-f5cfeebd2fc9;biosphere3
('water', 'ground-, long-term');emission;[];Acrylate, ion;kilogram;d18ec0cf-b4d2-43e6-abe2-19170a40659a;biosphere3
('water', 'ocean');emission;[];Propylamine;kilogram;b2a002a3-e8db-49b0-918d-6e2136653321;biosphere3
('air', 'low population density, long-term');emission;[];Fluorine;kilogram;d976062e-565d-4d61-933e-545c9d020f0a;biosphere3
('water', 'surface water');emission;[];Thallium;kilogram;d9008a06-991c-4acc-a33e-5483ffd2491e;biosphere3
('water', 'ocean');emission;[];Sodium formate;kilogram;5760329d-2fcb-4021-b9fa-878460c1c1f2;biosphere3
('soil', 'agricultural');emission;[];Prohexadione-calcium;kilogram;2e718246-b4f2-44e3-bcc5-2ce3496d2db6;biosphere3
('natural resource', 'land');natural resource;[];Transformation, from annual crop, non-irrigated, extensive;square meter;c7869c43-266c-429d-bfd5-6b578ed32ce8;biosphere3
('water', 'ocean');emission;[];Phosphate;kilogram;3aaf9017-0d8a-42aa-9a60-cbc39e994e73;biosphere3
('air', 'urban air close to ground');emission;[];Methyl formate;kilogram;a71b27f2-3bcb-4bcc-a0c6-b6a123f0b42e;biosphere3
('water', 'ground-');emission;[];Boron;kilogram;242b4a08-f6ff-496d-ae0f-bf8f8bc77692;biosphere3
('soil', 'agricultural');emission;[];Dicamba;kilogram;44b7826f-6f4c-44f3-81eb-ad3426073fae;biosphere3
('soil', 'industrial');emission;[];Oils, non-fossil;kilogram;be4835bf-5252-48c1-be48-14f59d533bbd;biosphere3
('soil', 'agricultural');emission;[];Pyraclostrobin (prop);kilogram;c7328f5c-abaa-4786-a9ef-6706a9108382;biosphere3
('water', 'ground-');emission;[];Ethene, trichloro-;kilogram;014bd81b-88c7-4a81-b872-201dcbfb8bbf;biosphere3
('water', 'surface water');emission;[];Cadmium, ion;kilogram;af83b42f-a4e6-4457-be74-46a87798f82a;biosphere3
('air', 'low population density, long-term');emission;[];Cesium-134;kilo Becquerel;8f2b8012-eda6-4f3f-9ae2-8ad10b5866f7;biosphere3
('soil', 'industrial');emission;[];Chromium VI;kilogram;58060894-19d9-4855-84d8-58935a5325f8;biosphere3
('water', 'ground-, long-term');emission;[];Iodide;kilogram;b5fae91e-cff0-4513-a997-cdb6922f1ab4;biosphere3
('soil', 'forestry');emission;[];Boron;kilogram;4fb0979b-8311-4615-9e98-393d25a9c0bc;biosphere3
('water', 'surface water');emission;[];Uranium alpha;kilo Becquerel;8b2d16fd-5147-4382-afbc-3a7ed73a4f82;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Polonium-210;kilo Becquerel;a511d493-3360-4de9-9d43-e9a52e586579;biosphere3
('soil', 'agricultural');emission;[];Oxydemeton-methyl;kilogram;83cc3810-ac58-40a3-97af-04a855d4c809;biosphere3
('air', 'low population density, long-term');emission;[];Silver;kilogram;0ed1b1a1-e56d-4860-bac7-d76a39bde930;biosphere3
('air', 'urban air close to ground');emission;[];Ethyl cellulose;kilogram;6bd1ea0d-0fbb-46cd-a6b4-e699febbf4e8;biosphere3
('air', 'low population density, long-term');emission;[];Methane, bromochlorodifluoro-, Halon 1211;kilogram;06a4fedf-dab4-4ef1-90df-1d0ce8fe6477;biosphere3
('natural resource', 'in ground');natural resource;[];Clay, unspecified, in ground;kilogram;f7519ca9-5ffc-41c3-a33e-806da82cfc0e;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Cerium-144;kilo Becquerel;e9935076-7617-4f7d-82dc-e0b842f4a78e;biosphere3
('natural resource', 'in ground');natural resource;[];Nickel, 1.98% in silicates, 1.04% in crude ore, in ground;kilogram;e47e4e5f-6528-413d-a8fb-1cd1875fbd73;biosphere3
('air',);emission;[];Fluosilicic acid;kilogram;ee71f42f-de6b-46ef-a1dc-7e5d2f33a3ed;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Methyl ethyl ketone;kilogram;903e0cf9-6ef2-42a1-b3a8-364dfe6d04d3;biosphere3
('water', 'surface water');emission;[];Fluoranthene;kilogram;796d4439-8221-41ad-8732-19033339e66e;biosphere3
('natural resource', 'land');natural resource;[];Occupation, forest, primary (non-use);square meter-year;0f923637-e322-44d8-9ff2-9c765d75e253;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Zeta-cypermethrin;kilogram;781bfb14-d34f-4f99-9d15-d67171d6fc24;biosphere3
('natural resource', 'in ground');natural resource;[];Silver, Ag 2.1E-4%, Au 2.1E-4%, in ore, in ground;kilogram;d02343bd-b00d-4fb3-9bda-2e8183f3b012;biosphere3
('water', 'ground-');emission;[];Fungicides, unspecified;kilogram;20f74678-e826-4a98-a625-5b3e7bc7b9c1;biosphere3
('water', 'ground-');emission;[];Tefluthrin;kilogram;2a46d676-6d14-4541-8cbf-e29d9996c76d;biosphere3
('water', 'ground-');emission;[];Sodium-24;kilo Becquerel;f9075059-92a7-4056-aece-d85a8bd6b2b9;biosphere3
('air', 'urban air close to ground');emission;[];Iron-59;kilo Becquerel;05573d40-39f4-4b4e-98be-2afa50a3b533;biosphere3
('water', 'ground-, long-term');emission;[];Phthalate, dioctyl-;kilogram;1b454b03-a601-4d88-8c7c-21d971de9480;biosphere3
('water', 'ocean');emission;[];Dissolved solids;kilogram;901a459c-9a1c-46a0-a785-6ec01a33b04f;biosphere3
('air', 'low population density, long-term');emission;[];Potassium hydroxide;kilogram;bda0ac8a-4254-42e5-8265-6b469df4c2c8;biosphere3
('water', 'ground-');emission;[];Dimethenamid;kilogram;fa68e7a6-a70c-4ed7-814c-b388273eefe2;biosphere3
('soil', 'agricultural');emission;[];Lenacil;kilogram;6b7a3386-4aa7-4e58-9450-41130dbfa099;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Benzal chloride;kilogram;1b4810ed-4537-4cca-83ef-5af8a04668a7;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Diborane;kilogram;34ce575e-a338-432a-ab49-f0ac660ff365;biosphere3
('natural resource', 'in ground');natural resource;[];TiO2, 54% in ilmenite, 18% in crude ore, in ground;kilogram;90a94ea5-bca4-483d-a591-2e886c0ff47f;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Thorium-230;kilo Becquerel;7bc25bb7-caa5-45cf-bbf0-889879173590;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Vanadium;kilogram;481c0dd4-3ab2-47b5-94c4-b990e8a9dde5;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Antimony-125;kilo Becquerel;b2466957-a3f8-4b31-8b95-3f5e6f99b594;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Carbon dioxide, non-fossil;kilogram;4e1f0bb0-2703-4303-bf86-972d810612cf;biosphere3
('water', 'ocean');emission;[];Heat, waste;megajoule;a649f89b-2e2a-48e9-9677-b85b4cbcc30c;biosphere3
('soil', 'agricultural');emission;[];Nicosulfuron;kilogram;504672ba-784f-4c87-bf3e-ede17992e4a2;biosphere3
('air', 'non-urban air or from high stacks');emission;[];2-Methyl-2-butene;kilogram;ef762eea-a8a2-49e1-8ed6-a12d325856f4;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Cerium-141;kilo Becquerel;7d65e225-0ca3-4467-82f8-a8c09d66eac0;biosphere3
('soil', 'agricultural');emission;[];Metolachlor;kilogram;d2885a24-b728-4832-8638-15697630eff9;biosphere3
('natural resource', 'land');natural resource;[];Transformation, to shrub land, sclerophyllous;square meter;9089d7ad-09b1-4174-a188-8844ebde2d5d;biosphere3
('natural resource', 'land');natural resource;[];Transformation, from traffic area, road network;square meter;00907a61-b501-4f47-b688-1dc2b51d48c1;biosphere3
('water', 'surface water');emission;[];2-Propanol;kilogram;caeb15fa-9711-4d37-99a2-d12c7823b8bc;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Actinides, radioactive, unspecified;kilo Becquerel;c56df4f7-c9e9-4892-a045-4b2fb93ff297;biosphere3
('air',);emission;[];Methane, bromochlorodifluoro-, Halon 1211;kilogram;ee31ac2a-9336-4ed6-8077-9663003bc2f9;biosphere3
